REGIÓN;SERVICIO;ITEM;CÓD BIP;NOMBRE INICIATIVA DE INVERSIÓN;ETAPA MIDESO;NUEVO/ ARRASTRE;MONTO 2015;MONTO 2016;MONTO 2017;MONTO 2018;SALDO
Aisén;Vialidad;PROYECTOS;30123015-0;CONSERVACION GLOBAL MIXTA REGION DE AYSEN AÑO 2013;EJECUCION;A   ;4.377.023;4.457.011;4.537.011;2.170.234;0
Aisén;Vialidad;PROYECTOS;30123015-0;CONSERVACION GLOBAL MIXTA REGION DE AYSEN AÑO 2013;EJECUCION;N   ;290.952;420.078;428.094;289.446;0
Aisén;Vialidad;PROYECTOS;30125647-0;CONSERVACION SISTEMA DE SEÑALIZACION INFORMATIVA REGION DE AYSEN;EJECUCION;A   ;500;0;0;0;0
Aisén;Vialidad;PROYECTOS;30125647-0;CONSERVACION SISTEMA DE SEÑALIZACION INFORMATIVA REGION DE AYSEN;EJECUCION;N   ;500.000;1.500.002;0;0;0
Aisén;Vialidad;PROYECTOS;30128283-0;MEJORAMIENTO RUTA 7, SECTOR LIMITE REGIONAL NORTE - BIFURCACION CISNES, XI REGION;DISEÑO;A   ;89.192;5.046;0;0;0
Aisén;Vialidad;PROYECTOS;30128290-0;MEJORAMIENTO RUTA 7, SECTOR LAS PULGAS - QUEULAT - BIFURCACION CISNES;EJECUCION;A   ;8.492.829;0;0;0;0
Aisén;Vialidad;PROYECTOS;30128290-0;MEJORAMIENTO RUTA 7, SECTOR LAS PULGAS - QUEULAT - BIFURCACION CISNES;EJECUCION;N   ;375.002;11.765.000;6.540.000;0;0
Aisén;Vialidad;PROYECTOS;30129214-0;CONSTRUCCION CAMINO ACCESO A PASO RIO MAYER(CMT);EJECUCION;A   ;1.926.637;0;0;0;0
Aisén;Vialidad;PROYECTOS;30129431-0;CONSERVACION GLOBAL RED VIAL XI REGION AÑOS 2013-2015;EJECUCION;A   ;4.545.663;1.366.999;0;0;0
Aisén;Vialidad;PROYECTOS;30131496-0;MEJORAMIENTO RUTA 240, SECTOR COYHAIQUE-PUENTE EL MORO;EJECUCION;A   ;61.000;0;0;0;0
Aisén;Vialidad;PROYECTOS;30131496-0;MEJORAMIENTO RUTA 240, SECTOR COYHAIQUE-PUENTE EL MORO;EJECUCION;N   ;2;5.551.200;5.355.500;0;0
Aisén;Vialidad;PROYECTOS;30135614-0;CONSTRUCCION VARIOS PUENTES PROVISORIOS RUTA7 S:RIO BRAVO-RIO PASCUA;EJECUCION;N   ;1;2.083.000;0;0;0
Aisén;Vialidad;PROYECTOS;30224032-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA XI REGION AÑO 2015;EJECUCION;A   ;501.333;0;0;0;0
Aisén;Vialidad;PROYECTOS;30224032-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA XI REGION AÑO 2015;EJECUCION;N   ;2.139.673;0;0;0;0
Aisén;Vialidad;PROYECTOS;30224329-0;CONSERVACION RED VIAL G. C.IBAÑEZ DEL CAMPO (2015-2016-2017);EJECUCION;N   ;309.000;901.250;0;0;0
Aisén;Vialidad;PROYECTOS;30231576-0;MEJORAMIENTO RUTA 265 SECTOR ACCESO BAHIA JARA - CHILE CHICO;DISEÑO;N   ;1;133.900;154.500;0;0
Aisén;Vialidad;PROYECTOS;30257572-0;REPOSICION PUENTE PALENA Y PUENTE ROSSELOT, RUTA 7, XIR;DISEÑO;A   ;500;0;0;0;0
Aisén;Vialidad;PROYECTOS;30257572-0;REPOSICION PUENTE PALENA Y PUENTE ROSSELOT, RUTA 7, XIR;DISEÑO;N   ;1;400.000;300.000;0;0
Aisén;Vialidad;PROYECTOS;30259125-0;CONSERVACION CAMINO COYHAIQUE - EL BLANCO, COMUNA DE COYHAIQUE;EJECUCION;A   ;1.362.001;0;0;0;0
Aisén;Vialidad;PROYECTOS;30261422-0;CONSTRUCCION PUENTE PASCUA EN RUTA 7, S.BALSA RIO PASCUA, XIR (CMT);EJECUCION;A   ;500;0;0;0;0
Aisén;Vialidad;PROYECTOS;30261422-0;CONSTRUCCION PUENTE PASCUA EN RUTA 7, S.BALSA RIO PASCUA, XIR (CMT);EJECUCION;N   ;2;2.420.500;1.854.000;0;0
Aisén;Vialidad;PROYECTOS;30271072-0;MEJORAMIENTO RUTA 7 SUR. SECTOR: CERRO CASTILLO-ALCANTARILLA CASCADA;EJECUCION;A   ;150.362;0;0;0;0
Aisén;Vialidad;PROYECTOS;30271072-0;MEJORAMIENTO RUTA 7 SUR. SECTOR: CERRO CASTILLO-ALCANTARILLA CASCADA;EJECUCION;N   ;1.975.446;6.364.000;1.670.000;0;0
Aisén;Vialidad;PROYECTOS;30283077-0;CONSERVACION CONECTIVIDAD INTERIOR, REGION DE AYSEN;EJECUCION;N   ;259.812;1.935.935;1.545.000;1.472.900;0
Aisén;Vialidad;PROYECTOS;30283224-0;MEJORAMIENTO RUTA 7 SUR: CERRO CASTILLO-COCHRANE;DISEÑO;N   ;3;1.289.600;0;0;0
Aisén;Vialidad;PROYECTOS;30305872-0;CONSTRUCCION PUENTE RAUL MARIN BALMACEDA;PREFACTIBILIDAD;A   ;500;0;0;0;0
Aisén;Vialidad;PROYECTOS;30305872-0;CONSTRUCCION PUENTE RAUL MARIN BALMACEDA;PREFACTIBILIDAD;N   ;1;720.000;0;0;0
Aisén;Vialidad;PROYECTOS;30310622-0;CONSERVACION CAMINOS BASICOS REGION DE AYSEN 2014-2015;EJECUCION;N   ;673.309;698.362;0;0;0
Aisén;Vialidad;PROYECTOS;30342383-0;CONSERVACION CAMINOS BÁSICOS REGIÓN DE AYSÉN 2014-2016;EJECUCION;A   ;825.828;0;0;0;0
Aisén;O. Portuarias;PROYECTOS;30043754-0;CONSTRUCCIÓN INFRAESTRUCTURA MUELLE MULTIPROPÓSITO RAÚL MARÍN BALMACEDA, CISNES;EJECUCION;A   ;1.024.820;34.468;0;0;0
Aisén;O. Portuarias;PROYECTOS;30064914-0;MEJORAMIENTO BORDE COSTERO EN LAGO ELIZALDE, COYHAIQUE;DISEÑO;A   ;300;0;0;0;0
Aisén;O. Portuarias;PROYECTOS;30064914-0;MEJORAMIENTO BORDE COSTERO EN LAGO ELIZALDE, COYHAIQUE;DISEÑO;N   ;3.000;197.000;0;0;0
Aisén;O. Portuarias;PROYECTOS;30069169-0;CONSTRUCCIÓN Y MEJORAMIENTO INFRAESTRUCTURA PORTUARIA LAGO GENERAL CARRERA;EJECUCION;A   ;3.127.025;1.547.216;778.029;0;0
Aisén;O. Portuarias;PROYECTOS;30089888-0;CONSTRUCCIÓN INFRAESTRUCTURA PORTUARIA RÍO AYSÉN, SECTOR PUERTO AYSÉN;PREFACTIBILIDAD;A   ;501;0;0;0;0
Aisén;O. Portuarias;PROYECTOS;30089888-0;CONSTRUCCIÓN INFRAESTRUCTURA PORTUARIA RÍO AYSÉN, SECTOR PUERTO AYSÉN;PREFACTIBILIDAD;N   ;55.124;49.326;0;0;0
Aisén;O. Portuarias;PROYECTOS;30097891-0;MEJORAMIENTO INFRAESTRUCTURA CONECTIVIDAD MARITIMA REGION AYSEN EN MELINKA, XI REGION;EJECUCION;A   ;300;0;0;0;0
Aisén;O. Portuarias;PROYECTOS;30097891-0;MEJORAMIENTO INFRAESTRUCTURA CONECTIVIDAD MARITIMA REGION AYSEN EN MELINKA, XI REGION;EJECUCION;N   ;990.000;2.414.110;0;0;0
Aisén;O. Portuarias;PROYECTOS;30097985-0;MEJORAMIENTO CONECTIVIDAD MARÍTIMA REGIÓN DE AYSÉN EN PUERTO CISNES;EJECUCION;N   ;410.000;0;0;0;0
Aisén;O. Portuarias;PROYECTOS;30098556-0;CONSTRUCCIÓN RAMPA Y OBRAS ANEXAS EN PUERTO AGUIRRE;EJECUCION;A   ;1.447.948;7.404;0;0;0
Aisén;O. Portuarias;PROYECTOS;30101114-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DE AYSÉN;EJECUCION;A   ;89.190;600;0;0;0
Aisén;O. Portuarias;PROYECTOS;30101114-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DE AYSÉN;EJECUCION;N   ;867.666;1.990.152;349.991;0;0
Aisén;O. Portuarias;PROYECTOS;30130906-0;CONSTRUCCION BORDE COSTERO PUYUHUAPI, CISNES;DISEÑO;N   ;10;199.990;0;0;0
Aisén;O. Portuarias;PROYECTOS;30136601-0;MEJORAMIENTO BORDE LACUSTRE PUERTO BERTRAND, CHILE CHICO;DISEÑO;A   ;300;0;0;0;0
Aisén;O. Portuarias;PROYECTOS;30136601-0;MEJORAMIENTO BORDE LACUSTRE PUERTO BERTRAND, CHILE CHICO;DISEÑO;N   ;10;199.990;0;0;0
Aisén;O. Portuarias;PROYECTOS;30282873-0;AMPLIACION INFRAESTRUCTURA PORTUARIA EN BAHIA BAHAMONDES;EJECUCION;N   ;10;1.999.990;2.000.000;0;0
Aisén;O. Portuarias;PROYECTOS;30295225-0;CONSERVACION NAVES REGION DE AYSEN;EJECUCION;N   ;10;599.990;0;0;0
Aisén;Aeropuertos;PROYECTOS;30092615-0;AMPLIACION TERMINAL DE PASAJEROS AERODROMO BALMACEDA XI REGION;DISEÑO;A   ;46.445;0;0;0;0
Aisén;Aeropuertos;PROYECTOS;30121441-0;CONSERVACION RUTINARIA AERÓDROMO TENIENTE VIDAL REGIÓN AYSÉN AÑOS 2013-2015;EJECUCION;A   ;299.576;0;0;0;0
Aisén;Aeropuertos;PROYECTOS;30121442-0;CONSERVACIÓN MENOR AERÓDROMOS REGIÓN DE AYSÉN AÑOS 2013-2017;EJECUCION;A   ;144.200;0;0;0;0
Aisén;Aeropuertos;PROYECTOS;30121632-0;AMPLIACIÓN ÁREA DE MOVIMIENTO, AERÓDROMO BALMACEDA, XI REGIÓN;EJECUCION;N   ;2.116.647;11.366.062;10.379.028;3.164.869;0
Aisén;Aeropuertos;PROYECTOS;30135507-0;CONSERVACIÓN RUTINARIA AERÓDROMO BALMACEDA, XI REGIÓN;EJECUCION;A   ;567;0;0;0;0
Aisén;Aeropuertos;PROYECTOS;30135507-0;CONSERVACIÓN RUTINARIA AERÓDROMO BALMACEDA, XI REGIÓN;EJECUCION;N   ;391.146;251.974;0;0;0
Aisén;Aeropuertos;PROYECTOS;30135510-0;CONSERVACIÓN PEQUEÑOS AERÓDROMOS XI REGIÓN.;EJECUCION;A   ;293.373;550.000;0;0;0
Aisén;Aeropuertos;PROYECTOS;30135510-0;CONSERVACIÓN PEQUEÑOS AERÓDROMOS XI REGIÓN.;EJECUCION;N   ;446.108;0;0;0;0
Aisén;Aeropuertos;PROYECTOS;30136322-0;AMPLIACIÓN Y MEJORAMIENTO ÁREA TERMINAL DE PASAJEROS AERODROMO BALMACEDA REGIÓN DE AYSÉN;PREFACTIBILIDAD;N   ;85.357;433.218;69.525;0;0
Aisén;Aeropuertos;PROYECTOS;30258273-0;NORMALIZACION CIERRE PERIMETRAL, AERÓDROMO BALMACEDA;EJECUCION;A   ;92.753;0;0;0;0
Aisén;Agua Potable Rural;PROYECTOS;30130200-0;CONSTRUCCIÓN SISTEMA APR EL SALTO, COMUNA DE COYHAIQUE;EJECUCION;A   ;49.672;0;0;0;0
Aisén;Agua Potable Rural;PROYECTOS;30131379-0;CONSTRUCCION SISTEMA APR SECTOR KM 8 PUERTO AYSÉN;EJECUCION;A   ;300.279;0;0;0;0
Aisén;Agua Potable Rural;PROYECTOS;30186923-0;CONSTRUCCIÓN SISTEMA DE AGUA POTABLE RURAL EL CLARO PANGUILEMU;EJECUCION;N   ;1.038.838;0;0;0;0
Aisén;Agua Potable Rural;PROYECTOS;30188623-0;CONSTRUCCION SISTEMA APR KM.12 CAMINO AYSÉN COYHAIQUE;EJECUCION;N   ;229.891;0;0;0;0
Aisén;Agua Potable Rural;PROYECTOS;30366889-0;MEJORAMIENTO SISTEMA DE AGUA POTABLE RURAL VILLA LOS TORREONES AYSÉN;EJECUCION;N   ;400.215;0;0;0;0
Aisén;Agua Potable Rural;PROYECTOS;30366891-0;MEJORAMIENTO SISTEMA DE AGUA POTABLE RURAL VILLA AMENGUAL;EJECUCION;N   ;302.182;0;0;0;0
Aisén;D.G. Aguas;ESTUDIOS BÁSICOS;30291328-0;ANALISIS Y MODELACIÓN HIDROLÓGICA  CUENCA DE RÍO CISNES XI REGION;EJECUCION;N   ;36.050;0;0;0;0
Aisén;D.G. Aguas;ESTUDIOS BÁSICOS;30291423-0;ANALISIS Y MODELACIÓN HIDROLÓGICA  CUENCA DE RÍO PALENA XI REGION;EJECUCION;N   ;36.050;0;0;0;0
Magallanes;Arquitectura;PROYECTOS;30243623-0;CONSERVACION EDIFICIO DE LOS SERVICIOS PUBLICOS, PUNTA ARENAS;EJECUCION;A   ;1.000;0;0;0;0
Magallanes;Arquitectura;PROYECTOS;30243623-0;CONSERVACION EDIFICIO DE LOS SERVICIOS PUBLICOS, PUNTA ARENAS;EJECUCION;N   ;927.000;0;0;0;0
Magallanes;Obras Hidráulicas;ESTUDIOS BÁSICOS;30098663-0;ACTUALIZACIÓN PLAN MAESTRO DE EVACUACIÓN Y DRENAJE AGUAS LLUVIAS, PTA ARENAS;EJECUCION;N   ;85.500;225.400;139.100;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30120530-0;CONSERVACIÓN RIBERAS DE CAUCES NATURALES 2013-2015, XII REGIÓN;EJECUCION;A   ;163.291;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30120530-0;CONSERVACIÓN RIBERAS DE CAUCES NATURALES 2013-2015, XII REGIÓN;EJECUCION;N   ;1.428.688;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30220623-0;CONSERVACIÓN RIBERAS DE CAUCES NATURALES 2015-2017, XII REGIÓN;EJECUCION;A   ;38.632;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30220623-0;CONSERVACIÓN RIBERAS DE CAUCES NATURALES 2015-2017, XII REGIÓN;EJECUCION;N   ;61.369;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30220722-0;CONSERVACION DE COLECTORES DE AGUAS LLUVIAS 2015-2019, PUNTA ARENAS;EJECUCION;A   ;143.951;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30220722-0;CONSERVACION DE COLECTORES DE AGUAS LLUVIAS 2015-2019, PUNTA ARENAS;EJECUCION;N   ;56.050;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30309672-0;CONSERVACION SISTEMA DE REGADÍO HUERTOS FAMILIARES 2015-2017;EJECUCION;A   ;300;0;0;0;0
Magallanes;Obras Hidráulicas;PROYECTOS;30309672-0;CONSERVACION SISTEMA DE REGADÍO HUERTOS FAMILIARES 2015-2017;EJECUCION;N   ;34.700;0;0;0;0
Magallanes;Vialidad;PROYECTOS;20080170-0;CONSTRUCCION CAMINO ESTANCIA VICUÑA - YENDEGAIA;EJECUCION;A   ;2.559;0;0;0;0
Magallanes;Vialidad;PROYECTOS;20080170-0;CONSTRUCCION CAMINO ESTANCIA VICUÑA - YENDEGAIA;EJECUCION;N   ;1;70.400;17.600;0;0
Magallanes;Vialidad;PROYECTOS;20102690-0;CONSTRUCCION CAMINO RIO HOLLEMBERG - RIO PEREZ;EJECUCION;A   ;2.288.494;2.435.838;0;0;0
Magallanes;Vialidad;PROYECTOS;20111842-1;MEJORAMIENTO RUTA Y-79 SECTOR: CERRO SOMBRERO - ONAISSIN (PRIMAVERA);EJECUCION;A   ;128.028;0;0;0;0
Magallanes;Vialidad;PROYECTOS;20158231-0;MEJORAMIENTO PUNTA ARENAS - FUERTE BULNES (II), RIO AMARILLO - BIFURCACION FUERTE BULNES;EJECUCION;A   ;79.611;0;0;0;0
Magallanes;Vialidad;PROYECTOS;20166113-0;MEJORAMIENTO RUTA Y-565, ACCESO RIO SECO, KM 0 - KM 9, PUNTA ARENAS;EJECUCION;A   ;20.000;0;0;0;0
Magallanes;Vialidad;PROYECTOS;20187816-0;MEJORAMIENTO RUTA Y-580, CAMINO EL ANDINO, PUNTA ARENAS;EJECUCION;A   ;26.300;0;0;0;0
Magallanes;Vialidad;PROYECTOS;20187816-0;MEJORAMIENTO RUTA Y-580, CAMINO EL ANDINO, PUNTA ARENAS;EJECUCION;N   ;1;2.334.625;2.874.879;0;0
Magallanes;Vialidad;PROYECTOS;30043202-0;MEJORAMIENTO RUTA Y-205, CASTILLO - FRONTERA, TORRES DEL PAINE, XII REGION;EJECUCION;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30043202-0;MEJORAMIENTO RUTA Y-205, CASTILLO - FRONTERA, TORRES DEL PAINE, XII REGION;EJECUCION;N   ;1;318.270;132.870;0;0
Magallanes;Vialidad;PROYECTOS;30068893-0;AMPLIACION RUTA 9 PUNTA ARENAS - AEROPUERTO KM 8,1-KM 12,1 / KM 13,8-18,4;EJECUCION;A   ;1.859.178;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30072419-0;CONSTRUCCION PUENTE RIO GRANDE Y SUS ACCESOS, RUTA Y-85, XII REGION;EJECUCION;A   ;63.351;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30072419-0;CONSTRUCCION PUENTE RIO GRANDE Y SUS ACCESOS, RUTA Y-85, XII REGION;EJECUCION;N   ;2;1.299.188;2.358.854;572.275;0
Magallanes;Vialidad;PROYECTOS;30073331-0;REPOSICION RUTA 257-CH, SECTOR ONAISSIN - SAN SEBASTIAN, XII REGION;EJECUCION;A   ;5.000;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30073331-0;REPOSICION RUTA 257-CH, SECTOR ONAISSIN - SAN SEBASTIAN, XII REGION;EJECUCION;N   ;1.760.000;10.480.000;16.660.000;13.977.000;0
Magallanes;Vialidad;PROYECTOS;30075545-0;REPOSICION RUTA Y-905, WILLIAMS - NAVARINO, VARIOS SECTORES,;EJECUCION;A   ;50.000;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30075545-0;REPOSICION RUTA Y-905, WILLIAMS - NAVARINO, VARIOS SECTORES,;EJECUCION;N   ;2;1.987.605;1.805.925;0;0
Magallanes;Vialidad;PROYECTOS;30076653-0;MEJORAMIENTO RUTA COSTERA VILLA UKIKA - AEROPUERTO, PTO. WILLIA;EJECUCION;A   ;1.000;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30076653-0;MEJORAMIENTO RUTA COSTERA VILLA UKIKA - AEROPUERTO, PTO. WILLIA;EJECUCION;N   ;2;5.115.000;4.641.200;0;0
Magallanes;Vialidad;PROYECTOS;30087338-0;MEJORAMIENTO RUTA 9, ROTONDA NATALES - PUERTO BORIES, ULTIMA ESPERANZA, XII REGION;EJECUCION;A   ;1;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30093394-0;CONSTRUCCION CAMINO DE PENETRACION BAHIA TALCAHUANO-CRUCE ESTERO WORSLEY;EJECUCION;A   ;901.000;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30093416-0;CONSERVACION LABORATORIO VIALIDAD, PUNTA ARENAS.;EJECUCION;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30093416-0;CONSERVACION LABORATORIO VIALIDAD, PUNTA ARENAS.;EJECUCION;N   ;1;98.251;0;0;0
Magallanes;Vialidad;PROYECTOS;30099033-0;CONSTRUCCION NUDO VIAL AVENIDA FREI - RUTA 9;DISEÑO;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30099033-0;CONSTRUCCION NUDO VIAL AVENIDA FREI - RUTA 9;DISEÑO;N   ;1;309.000;162.000;0;0
Magallanes;Vialidad;PROYECTOS;30099785-0;CONSTRUCCION CAMINO VICUÑA - YENDEGAIA, SECTOR RIO BETBEDER - RIO TOLEDO Y CALETA MARIA;EJECUCION;A   ;353.315;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30099785-0;CONSTRUCCION CAMINO VICUÑA - YENDEGAIA, SECTOR RIO BETBEDER - RIO TOLEDO Y CALETA MARIA;EJECUCION;N   ;1;103.000;103.000;186.336;0
Magallanes;Vialidad;PROYECTOS;30100678-0;REPOSICION RUTA 255 CH, GOBERNADOR PHILIPPI - MONTE AYMOND;EJECUCION;A   ;3.305;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30101287-0;AMPLIACION VARIOS EMPALMES Y SEGURIDAD VIAL, VARIAS RUTAS, XIIR.;DISEÑO;N   ;1;540.848;0;0;0
Magallanes;Vialidad;PROYECTOS;30102089-0;CONSERVACION RED VIAL REGION DE MAGALLANES 2012-2014;EJECUCION;A   ;2.747.618;193.528;106.367;0;0
Magallanes;Vialidad;PROYECTOS;30102089-0;CONSERVACION RED VIAL REGION DE MAGALLANES 2012-2014;EJECUCION;N   ;444.735;163.473;0;0;0
Magallanes;Vialidad;PROYECTOS;30106267-0;CONSTRUCCION CAMINO PEN. CIRCUITO RUTAS Y-530, 9, TRES MORROS, Y-620;PREFACTIBILIDAD;N   ;54.426;259.682;0;0;0
Magallanes;Vialidad;PROYECTOS;30109148-0;MEJORAMIENTO RUTA 257-CH, CERRO SOMBRERO-ONAISSIN;EJECUCION;A   ;9.480.002;5.126.000;46.000;0;0
Magallanes;Vialidad;PROYECTOS;30113705-0;CONSERVACION GLOBAL MIXTA DE CAMINOS XII REGION AÑO 2012 - 2016;EJECUCION;A   ;3.970.003;4.639.002;0;0;0
Magallanes;Vialidad;PROYECTOS;30114347-0;CONSTRUCCION VICUÑA- YENDEGAIA SECTOR: CALETA 2 DE MAYO - CORDILLERA DARWIN;EJECUCION;A   ;5.201.001;4.019.700;4.262.684;6.786.300;0
Magallanes;Vialidad;PROYECTOS;30114347-0;CONSTRUCCION VICUÑA- YENDEGAIA SECTOR: CALETA 2 DE MAYO - CORDILLERA DARWIN;EJECUCION;N   ;360.000;460.000;440.000;440.000;86.000
Magallanes;Vialidad;PROYECTOS;30121190-0;MEJORAMIENTO INTEGRAL CAMINOS INTERIORES PARQUE NACIONAL TORRES DEL PAINE;DISEÑO;A   ;418.514;922.000;387.421;0;0
Magallanes;Vialidad;PROYECTOS;30122219-0;MEJORAMIENTO RUTA Y-290, CAMINO CUEVA DEL MILODON, XII REGION;EJECUCION;A   ;51.504;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30123307-0;REPOSICION PUENTE PENITENTE EN RUTA 9, COMUNA DE PUNTA ARENAS;DISEÑO;A   ;118.745;49.488;0;0;0
Magallanes;Vialidad;PROYECTOS;30123602-0;REPOSICION DE VARIOS PUENTES REGION DE MAGALLANES;DISEÑO;A   ;163.750;143.347;0;0;0
Magallanes;Vialidad;PROYECTOS;30125637-0;CONSTRUCCION CAMINO VICUÑA-YENDEGAIA, SECTOR AFLUENTE RIO TOLEDO - RIO CONDOR;EJECUCION;A   ;3.000.000;5.580.000;4.068.772;4.096.000;21.000
Magallanes;Vialidad;PROYECTOS;30125648-0;CONSERVACION SISTEMA DE SEÑALIZACION INFORMATIVA REGION DE MAGALLANE;EJECUCION;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30125648-0;CONSERVACION SISTEMA DE SEÑALIZACION INFORMATIVA REGION DE MAGALLANE;EJECUCION;N   ;1;721.000;515.000;144.210;0
Magallanes;Vialidad;PROYECTOS;30130835-0;CONSERVACION GLOBAL RED VIAL, TIERRA DEL FUEGO S, REGION DE MAGALLANES, 2013-2015;EJECUCION;A   ;1.414.968;361.002;0;0;0
Magallanes;Vialidad;PROYECTOS;30130944-0;REPOSICION RUTA 9, TRAMO AEROPUERTO PTA. ARENAS - GOB. PHILLIPI ;DISEÑO;N   ;1;257.500;359.029;0;0
Magallanes;Vialidad;PROYECTOS;30173622-0;CONSERVACION GLOBAL RED VIAL ULTIMA ESPERANZA XIIR, AÑOS 2013-2016;EJECUCION;A   ;1.100.694;1.873.569;0;0;0
Magallanes;Vialidad;PROYECTOS;30173622-0;CONSERVACION GLOBAL RED VIAL ULTIMA ESPERANZA XIIR, AÑOS 2013-2016;EJECUCION;N   ;232.306;175.541;0;0;0
Magallanes;Vialidad;PROYECTOS;30224033-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA XII REGION AÑO 2015;EJECUCION;A   ;500.333;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30224033-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA XII REGION AÑO 2015;EJECUCION;N   ;1.826.421;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30224330-0;CONSERVACION RED VIAL MAGALLANES Y LA ANTARTICA CHILENA (2015-2016-;EJECUCION;N   ;377.668;824.000;0;0;0
Magallanes;Vialidad;PROYECTOS;30255173-0;CONSTRUCCION CAMINO BAHIA TALCAHUANO-ESTERO WORSLEY- II ETAPA (CMT);EJECUCION;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30255173-0;CONSTRUCCION CAMINO BAHIA TALCAHUANO-ESTERO WORSLEY- II ETAPA (CMT);EJECUCION;N   ;2;3.480.000;3.480.000;2.680.000;0
Magallanes;Vialidad;PROYECTOS;30276323-0;CONSERVACION PUENTE UKIKA, PUERTO WILLIAMS.;EJECUCION;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30280722-0;CONSTRUCCION CAMINO DE PENETRACION CALAFATE - RUSSFIN;DISEÑO;A   ;500;0;0;0;0
Magallanes;Vialidad;PROYECTOS;30280722-0;CONSTRUCCION CAMINO DE PENETRACION CALAFATE - RUSSFIN;DISEÑO;N   ;1;515.000;421.859;0;0
Magallanes;Vialidad;PROYECTOS;30331223-0;CONSERVACION DE CAMINOS BASICOS REGION DE MAGALLANES Y ANTARTICA CHILENA AÑOS 2014-2017;EJECUCION;N   ;4.453.694;4.373.372;0;0;0
Magallanes;O. Portuarias;ESTUDIOS BÁSICOS;30133947-0;ANÁLISIS TOPOBATIMÉTRICO Y MANIOBRAS EN PTO. WILLIAMS;EJECUCION;A   ;16.513;0;0;0;0
Magallanes;O. Portuarias;ESTUDIOS BÁSICOS;30179372-0;ANÁLISIS BORDE COSTERO ENTRE MUELLE PRAT Y RÍO CIERVOS;EJECUCION;A   ;65.535;0;0;0;0
Magallanes;O. Portuarias;ESTUDIOS BÁSICOS;30180272-0;ANÁLISIS BÁSICOS CALETA BAHÍA MANSA REGIÓN XII;EJECUCION;A   ;29.350;0;0;0;0
Magallanes;O. Portuarias;ESTUDIOS BÁSICOS;30326472-0;DIAGNOSTICO CONDICIONES NATURALES EN CALETA MARIA CALETA MARIA;EJECUCION;A   ;360;360;0;0;0
Magallanes;O. Portuarias;ESTUDIOS BÁSICOS;30326472-0;DIAGNOSTICO CONDICIONES NATURALES EN CALETA MARIA CALETA MARIA;EJECUCION;N   ;60.000;161.000;0;0;0
Magallanes;O. Portuarias;PROYECTOS;20136387-0;MEJORAMIENTO INFRAESTRUCTURA PORTUARIA EN PUERTO EDEN;EJECUCION;A   ;4.190;0;0;0;0
Magallanes;O. Portuarias;PROYECTOS;20196156-0;CONSTRUCCION INFRAESTRUCTURA PORTUARIA PUERTO NAVARINO;EJECUCION;A   ;720;0;0;0;0
Magallanes;O. Portuarias;PROYECTOS;20196156-0;CONSTRUCCION INFRAESTRUCTURA PORTUARIA PUERTO NAVARINO;EJECUCION;N   ;15.010;2.385.000;0;0;0
Magallanes;O. Portuarias;PROYECTOS;30071284-0;MEJORAMIENTO TERMINALES PARA TRANSBORDADORES PRIMERA ANGOSTURA;EJECUCION;A   ;360;0;0;0;0
Magallanes;O. Portuarias;PROYECTOS;30071284-0;MEJORAMIENTO TERMINALES PARA TRANSBORDADORES PRIMERA ANGOSTURA;EJECUCION;N   ;901.500;1.563.496;4.500;0;0
Magallanes;O. Portuarias;PROYECTOS;30081565-0;CONSTRUCCION INFRAESTRUCTURA PORTUARIA BAHIA FILDES ANTARTICA CHILENA;DISEÑO;A   ;500;0;0;0;0
